% LIQUIDITY FACTORS OF PASTOR AND STAMBAUGH (JPE 2003) UPDATED THROUGH DEC 2024
% Column 1: Month
% Column 2: Levels of aggregated liquidity (Figure 1 in the paper)
% Column 3: Innovations in aggregated liquidity (non-traded liquidity factor; equation(8); the main series)
% Column 4: Traded liquidity factor (LIQ_V, 10-1 portfolio return)
% Note: The traded factor is the value-weighted return on the 10-1 portfolio from a sort on historical
% liquidity betas. This procedure is simpler than sorting on predicted betas (as in the original study)
% and through 2024 it is similarly successful at creating a spread in post-ranking betas. The traded
% factor has a positive and significant alpha through 2024, consistent with liquidity risk being priced.
%
% Month	Agg Liq.	Innov Liq (eq8)	Traded Liq (LIQ_V)
200201	 -0.06933654	 -0.01460597	 -0.01242267	
200202	 -0.01014436	 -0.00898373	  0.03759379	
200203	  0.06089692	  0.02593107	  0.07805775	
200204	 -0.10984668	 -0.03094780	  0.05146454	
200205	 -0.03394845	 -0.04562813	  0.05081821	
200206	 -0.11584185	 -0.05799581	 -0.00913905	
200207	 -0.06592232	  0.00089965	 -0.04580001	
200208	 -0.02471742	 -0.00670619	  0.00343014	
200209	 -0.17025101	 -0.09216470	  0.00133774	
200210	 -0.30762302	 -0.15048301	  0.04117081	
200211	 -0.03852698	  0.00840988	  0.01743669	
200212	 -0.17765633	 -0.01177257	 -0.01163296	
200301	 -0.08552163	 -0.09045332	 -0.02155062	
200302	 -0.04021868	 -0.03937337	  0.01144085	
200303	 -0.10824941	 -0.06930196	 -0.00148600	
200304	 -0.05209150	 -0.00943071	  0.03747393	
200305	  0.02654334	  0.02079312	  0.00851668	
200306	 -0.01773686	 -0.00077876	 -0.00943770	
200307	 -0.03637369	  0.01963317	  0.06786535	
200308	 -0.01409055	  0.00050698	  0.04096158	
200309	 -0.11151611	 -0.02781325	 -0.00741016	
200310	 -0.04081320	  0.00899346	  0.02035822	
200311	 -0.05097340	 -0.02413321	  0.00453200	
200312	 -0.02134025	  0.04900177	 -0.00327383	
200401	 -0.10836096	 -0.02065926	 -0.05278612	
200402	 -0.03629706	 -0.06006521	  0.02821727	
200403	  0.02709084	  0.07358456	  0.01684606	
200404	 -0.05259627	  0.00920981	 -0.00451048	
200405	 -0.00584636	 -0.02338134	 -0.00184917	
200406	  0.05580165	  0.11130128	  0.02598052	
200407	 -0.03592135	 -0.01278601	  0.07181666	
200408	  0.00419211	  0.04851073	  0.06520698	
200409	 -0.02612415	  0.00108883	 -0.00145842	
200410	  0.01505644	  0.01856290	 -0.01576515	
200411	 -0.01810987	  0.03224091	  0.01382888	
200412	 -0.07001299	 -0.02017343	 -0.03431977	
200501	 -0.00561092	  0.01144836	  0.04238401	
200502	 -0.05566893	 -0.00290965	  0.05583696	
200503	 -0.02000190	  0.00173832	 -0.00300091	
200504	 -0.12695149	 -0.09918831	 -0.05295723	
200505	  0.00357970	  0.04754246	  0.00014587	
200506	  0.00197650	  0.08025537	  0.04271190	
200507	  0.02442722	  0.03458673	  0.02728237	
200508	  0.04779531	  0.07826487	  0.02995726	
200509	 -0.02282613	  0.02072156	  0.03393450	
200510	 -0.05176370	  0.01029769	 -0.04393140	
200511	  0.08820635	  0.06634368	  0.00550748	
200512	 -0.02396660	 -0.07536973	  0.00038138	
200601	 -0.05568256	 -0.03594536	  0.03383014	
200602	 -0.05908258	 -0.04137401	 -0.03888196	
200603	 -0.02457918	  0.01955038	  0.01238598	
200604	  0.01282215	  0.02862504	 -0.00666897	
200605	 -0.02519272	  0.00921394	  0.02055420	
200606	 -0.06745814	  0.00032542	  0.03208476	
200607	  0.00392041	 -0.00218441	  0.05469685	
200608	  0.01674504	 -0.02604374	 -0.02801405	
200609	 -0.06006415	 -0.04138414	 -0.01752444	
200610	  0.03231136	  0.06036499	  0.03803449	
200611	 -0.00477928	  0.03942251	  0.02836054	
200612	  0.02912667	  0.02227249	 -0.01617033	
200701	  0.04338604	  0.01203871	  0.00374934	
200702	 -0.00636273	  0.03446529	  0.02497519	
200703	 -0.03858859	 -0.02642071	  0.02930273	
200704	 -0.01314712	  0.00973933	  0.02008912	
200705	  0.02691214	  0.06142398	  0.02737913	
200706	  0.06254018	  0.09370797	  0.00797999	
200707	 -0.00280120	 -0.01296549	  0.02659782	
200708	 -0.15688332	 -0.19365148	 -0.00456816	
200709	 -0.04698278	 -0.03212645	  0.03336599	
200710	 -0.19141352	 -0.04780057	  0.05507869	
200711	 -0.16848868	 -0.02873399	  0.02204191	
200712	 -0.04286566	  0.02612747	  0.05044672	
200801	 -0.15709411	 -0.05963859	 -0.12649147	
200802	  0.07933989	 -0.01906863	  0.03017037	
200803	 -0.26874675	 -0.14912018	  0.04094675	
200804	  0.06011298	  0.10550933	  0.10888716	
200805	 -0.01916144	  0.00147198	  0.08066045	
200806	 -0.08686875	 -0.03540276	  0.09476275	
200807	 -0.17516966	 -0.07238054	 -0.13270809	
200808	 -0.00480500	  0.02236388	  0.01829137	
200809	 -0.10135142	 -0.23791497	 -0.13471864	
200810	 -0.22932815	 -0.04752823	 -0.08942634	
200811	  0.07299864	  0.14166307	 -0.05744727	
200812	 -0.30815665	 -0.18977100	 -0.08481537	
200901	 -0.04154820	 -0.15647273	  0.07990491	
200902	 -0.03537979	  0.03424649	 -0.00348468	
200903	 -0.09956668	 -0.03366192	 -0.04477284	
200904	 -0.09607376	 -0.04283988	 -0.04653182	
200905	 -0.07201629	  0.07164770	  0.01953465	
200906	 -0.04054450	  0.01789374	 -0.01328322	
200907	  0.07996965	  0.04079593	 -0.01619019	
200908	 -0.01591821	 -0.00270510	 -0.05453840	
200909	  0.01414678	  0.06317277	  0.06457085	
200910	 -0.06074820	 -0.05202905	  0.07770456	
200911	 -0.03522501	 -0.01057872	 -0.00284503	
200912	  0.13697348	 -0.00136501	  0.02283539	
201001	  0.05788113	  0.11888601	 -0.01105698	
201002	  0.01445874	  0.03334889	 -0.00755895	
201003	  0.01741086	  0.03219431	 -0.06257515	
201004	 -0.06437774	 -0.05365733	  0.01020014	
201005	 -0.07894961	 -0.01761738	 -0.02806075	
201006	 -0.05562271	  0.01459451	  0.00383754	
201007	 -0.01822564	 -0.00112989	  0.02483923	
201008	  0.00020335	  0.02679962	  0.02131701	
201009	 -0.03018753	  0.08302377	  0.03255056	
201010	 -0.04019747	 -0.05129796	  0.02321111	
201011	 -0.01660863	 -0.00388900	  0.02746053	
201012	  0.03733859	  0.08708864	  0.03149786	
201101	 -0.03436781	 -0.03435797	  0.00967912	
201102	 -0.01119657	 -0.01548784	 -0.01051377	
201103	 -0.03244630	 -0.01521663	  0.00236662	
201104	  0.00997818	  0.02050903	 -0.05769035	
201105	  0.01770700	  0.02252400	 -0.02694952	
201106	 -0.00861605	  0.02710440	 -0.02095266	
201107	 -0.01354614	  0.01526251	  0.00057567	
201108	 -0.05086509	 -0.04833169	 -0.03747095	
201109	  0.01295526	  0.03017890	 -0.06508016	
201110	 -0.04181748	  0.02583269	  0.07673227	
201111	 -0.09615061	 -0.02793287	  0.02782179	
201112	  0.01017358	  0.05013990	 -0.00950600	
201201	  0.01930727	  0.05160727	 -0.02543590	
201202	  0.03101950	  0.00905873	  0.02425059	
201203	 -0.01915000	 -0.00717489	 -0.05777225	
201204	  0.00870670	 -0.01424746	  0.00221584	
201205	  0.08348980	 -0.00643592	 -0.00232404	
201206	  0.01779129	 -0.00012383	  0.01371449	
201207	  0.01628135	  0.10142516	 -0.00440002	
201208	 -0.04169714	 -0.02278559	 -0.00433787	
201209	  0.04584002	  0.03576337	 -0.02465423	
201210	 -0.02182354	 -0.04274395	  0.00247432	
201211	 -0.01314424	 -0.05122323	 -0.01732947	
201212	  0.01042216	  0.03012960	  0.01673154	
201301	  0.01582313	  0.02764541	 -0.02549078	
201302	 -0.02502447	 -0.01585209	 -0.00809271	
201303	  0.02584343	  0.07277190	  0.00607252	
201304	 -0.00375058	 -0.01343671	 -0.01888749	
201305	  0.00374615	  0.02085469	  0.00363658	
201306	 -0.02859702	  0.01486995	 -0.01306490	
201307	 -0.02124901	  0.01071824	  0.00276527	
201308	 -0.03567593	  0.01370903	  0.01257205	
201309	 -0.02416619	 -0.00778952	 -0.02340124	
201310	  0.06906188	  0.10164653	 -0.02071411	
201311	 -0.06682225	  0.03656896	 -0.02687523	
201312	  0.03024744	  0.02533814	 -0.00299505	
201401	 -0.00669558	  0.01904829	  0.03016848	
201402	  0.01876574	  0.02418616	 -0.00845716	
201403	 -0.00108010	  0.03051607	  0.03065791	
201404	 -0.00597066	 -0.00553123	 -0.05041689	
201405	 -0.07604175	 -0.03047165	  0.00294652	
201406	  0.03555157	  0.08878924	  0.01516767	
201407	  0.00970383	  0.02580168	 -0.00384578	
201408	 -0.00700437	 -0.00040329	  0.00352413	
201409	  0.00942029	  0.02836037	  0.02116180	
201410	  0.03156208	  0.04521126	  0.04238834	
201411	 -0.04093063	 -0.02858733	  0.00220695	
201412	  0.02857210	  0.05874017	  0.02564281	
201501	  0.00006477	  0.02183311	 -0.01822077	
201502	 -0.00774800	  0.00119415	  0.00068547	
201503	 -0.04318635	 -0.02108124	  0.01244365	
201504	 -0.02162259	  0.00619738	 -0.00539322	
201505	  0.01913707	  0.00422828	  0.04482210	
201506	  0.01133199	  0.00995177	  0.02952947	
201507	  0.04047104	  0.03323182	  0.00868989	
201508	  0.02562904	  0.07145377	 -0.00664299	
201509	 -0.04876124	 -0.07751100	  0.00601446	
201510	  0.00812565	  0.10663556	 -0.06909777	
201511	 -0.12190966	 -0.03431734	  0.03966728	
201512	 -0.08085478	 -0.01288214	 -0.00089856	
201601	 -0.08338510	 -0.04542063	 -0.03380666	
201602	  0.00317650	  0.02972618	 -0.02869227	
201603	 -0.02077116	  0.00364552	 -0.02126196	
201604	  0.08328224	  0.09165088	 -0.01051141	
201605	 -0.04418752	 -0.05494044	  0.01759801	
201606	 -0.01959616	 -0.02670500	 -0.01530551	
201607	  0.06306624	  0.01055463	  0.03289437	
201608	  0.00844411	 -0.00382177	 -0.00538695	
201609	 -0.04118253	 -0.03142384	  0.01145573	
201610	  0.10321774	  0.08996467	  0.01155861	
201611	 -0.07588807	 -0.00358364	 -0.00348322	
201612	  0.00176770	  0.04941367	 -0.01485460	
201701	  0.04555742	  0.06720165	  0.02084784	
201702	 -0.05746363	 -0.05258013	 -0.02596674	
201703	 -0.01047972	 -0.06446981	 -0.03516001	
201704	 -0.02995390	  0.01001715	 -0.02159388	
201705	  0.10505061	  0.08911600	 -0.03513859	
201706	  0.04244786	  0.02426171	  0.03204044	
201707	 -0.01939452	  0.01387179	  0.03266733	
201708	  0.02982351	  0.06429244	 -0.02430416	
201709	  0.05203766	  0.05560052	 -0.01470475	
201710	  0.02676379	  0.03140344	 -0.04787233	
201711	  0.03465119	  0.01935147	 -0.01565814	
201712	  0.03739721	  0.04636424	  0.05101684	
201801	 -0.05296123	 -0.00970587	  0.01197226	
201802	  0.00308956	  0.02959768	  0.05234304	
201803	  0.02924655	  0.08568453	  0.00320805	
201804	 -0.07867675	 -0.01196645	  0.01273375	
201805	  0.02704770	  0.08527741	  0.06977742	
201806	  0.10046495	  0.12575545	 -0.02195374	
201807	 -0.02332633	 -0.02265213	 -0.00600478	
201808	  0.09298562	  0.04554729	 -0.01631540	
201809	 -0.04386908	  0.05793964	  0.00470550	
201810	 -0.06899761	 -0.03131035	 -0.07063411	
201811	  0.01583183	  0.04117140	  0.02578861	
201812	 -0.06388841	 -0.03937019	 -0.00140301	
201901	 -0.03149648	 -0.02978301	  0.03250807	
201902	  0.06574412	  0.15376443	 -0.00572544	
201903	  0.00176334	 -0.00490047	  0.00260258	
201904	  0.03705709	  0.05791674	  0.00214166	
201905	 -0.02202833	 -0.02062196	 -0.00789845	
201906	 -0.09741958	 -0.06410421	 -0.02947490	
201907	  0.07278753	  0.07291149	 -0.00176625	
201908	  0.04600955	  0.02215737	 -0.00873951	
201909	 -0.04793511	 -0.02237908	 -0.05148881	
201910	 -0.06805359	  0.00200058	  0.00933833	
201911	 -0.04574931	  0.03869783	  0.02373162	
201912	 -0.01963106	  0.02122218	  0.00036564	
202001	 -0.04101522	 -0.01470322	  0.01899237	
202002	  0.00591089	  0.02405276	  0.04181230	
202003	 -0.26017834	 -0.16401914	 -0.10460400	
202004	  0.01144722	 -0.02408057	  0.11786837	
202005	 -0.05594489	 -0.06989159	  0.07188623	
202006	 -0.01513460	  0.01935011	  0.06207143	
202007	  0.03454603	  0.07282782	  0.00183782	
202008	  0.00608406	 -0.01228093	  0.04343780	
202009	 -0.09957820	 -0.12009975	 -0.00457123	
202010	 -0.04313361	  0.03214371	  0.04024594	
202011	  0.05383279	  0.06539280	  0.02269255	
202012	  0.02486924	  0.01275480	  0.05047319	
202101	  0.10622412	  0.06211251	 -0.04726165	
202102	 -0.02971228	 -0.04761208	  0.02121011	
202103	 -0.07660492	 -0.00933628	 -0.07403031	
202104	 -0.04638763	 -0.02828946	  0.00111433	
202105	 -0.05484997	 -0.01047231	 -0.03222735	
202106	 -0.03631677	  0.00354027	  0.03817024	
202107	  0.00571450	  0.03830307	 -0.00138521	
202108	  0.00170644	  0.03166787	  0.00271294	
202109	 -0.01919765	 -0.00183064	 -0.01032278	
202110	 -0.00996288	 -0.00837262	  0.01655090	
202111	  0.00945834	  0.02907322	 -0.02551461	
202112	  0.06106533	  0.07439954	 -0.02553144	
202201	 -0.05826421	 -0.04622693	 -0.04959716	
202202	 -0.09036146	 -0.07207870	  0.00991303	
202203	 -0.07678198	 -0.02466016	 -0.02621687	
202204	 -0.16231557	 -0.13460513	 -0.03122854	
202205	 -0.02779183	  0.02700270	 -0.06991130	
202206	 -0.02770258	  0.07943401	  0.03554017	
202207	  0.00699586	  0.07561750	  0.00798338	
202208	  0.01742601	  0.02243347	  0.01255581	
202209	 -0.01239844	 -0.01592645	  0.05754903	
202210	 -0.01709385	  0.00094557	 -0.08972275	
202211	  0.01204252	  0.00802682	 -0.05560767	
202212	  0.01540310	  0.03832234	 -0.01769357	
202301	  0.01375632	  0.04938161	 -0.03708065	
202302	  0.00630315	  0.04054655	  0.00142442	
202303	 -0.01215828	  0.00445632	  0.05700404	
202304	 -0.15217058	 -0.13255066	  0.01371129	
202305	 -0.07919091	 -0.00106691	  0.03961070	
202306	 -0.04525470	  0.01985003	 -0.06257895	
202307	  0.03189295	  0.05309215	 -0.03221861	
202308	 -0.02223046	 -0.01383397	 -0.04319336	
202309	 -0.06382500	 -0.03251257	 -0.04194287	
202310	  0.16301986	  0.17552559	  0.00283961	
202311	  0.01810941	 -0.10659695	  0.05419435	
202312	 -0.09909515	 -0.12649621	  0.03730772	
202401	 -0.00190962	  0.02461798	 -0.04379254	
202402	  0.00408837	  0.01820823	 -0.00962653	
202403	 -0.00129867	 -0.00255847	 -0.00418580	
202404	 -0.09267295	 -0.10275165	  0.00558297	
202405	 -0.06764816	  0.00067461	  0.06895601	
202406	 -0.06665189	 -0.01665431	  0.02877454	
202407	  0.01084618	 -0.01036066	 -0.02919883	
202408	 -0.02728717	  0.02292551	 -0.03676326	
202409	 -0.06645447	 -0.00892977	 -0.02948378	
202410	  0.09694304	  0.17347056	  0.02804044	
202411	 -0.02671526	 -0.04141490	  0.00855156	
202412	 -0.06166026	 -0.02242166	  0.04091796	
