YYYYMM,MKTRF,SMB,MGMT,PERF,RF
199610,0.008600,-0.022370887,0.0593690306,0.0095226298,0.00420
199611,0.062500,-0.042159562,0.0066958104,0.0033371561,0.00410
199612,-0.017000,0.042814358,0.0191268321,0.0003573654,0.00460
199701,0.049800,-0.001739572,0.004405051,0.0341918164,0.00450
199702,-0.004900,-0.016976137,0.068139613,-0.035575849,0.00390
199703,-0.050200,0.0056032349,0.0386859046,-0.008740746,0.00430
199704,0.040400,-0.042613185,0.0224590092,0.0247813133,0.00430
199705,0.067400,0.0426766784,-0.055651837,-0.021717355,0.00490
199706,0.041000,0.0092142781,0.008275387,0.0122574862,0.00370
199707,0.073300,-0.021358461,-0.01114758,0.0069273108,0.00430
199708,-0.041500,0.0763795229,-0.0094362,-0.005904784,0.00410
199709,0.053500,0.0210002663,-0.008293199,-0.016860719,0.00440
199710,-0.038000,0.0052254237,0.0182018979,-0.033375876,0.00420
199711,0.029800,-0.04313724,0.0440627877,0.01430382,0.00390
199712,0.013200,-0.003711583,0.0319374248,-0.004171916,0.00480
199801,0.001500,-0.012468202,-0.006583635,0.0193692395,0.00430
199802,0.070400,0.0098093289,-0.01641993,-0.005199028,0.00390
199803,0.047600,-0.025925981,-0.010258685,-0.019048066,0.00390
199804,0.007300,0.0050207187,0.0081866699,-0.003479149,0.00430
199805,-0.030700,-0.021677943,0.0387388228,0.0138976645,0.00400
199806,0.031800,-0.027600555,-0.004367509,0.0755707003,0.00410
199807,-0.024600,-0.047483879,0.0316128789,0.0059393067,0.00400
199808,-0.160800,-0.022614265,0.0686011113,0.0636333134,0.00430
199809,0.061500,-0.015104947,-0.005883513,0.0065061239,0.00460
199810,0.071300,-0.030023118,-0.009305921,-0.045958929,0.00320
199811,0.061000,0.0074201656,-0.000930804,-0.003312724,0.00310
199812,0.061600,-0.023133171,-0.018323473,0.0898708474,0.00380
199901,0.035000,0.0039721184,-0.034341266,-0.026181047,0.00350
199902,-0.040800,-0.050702847,0.0363991497,-0.030641704,0.00350
199903,0.034500,-0.045282016,-0.020418591,-0.021766263,0.00430
199904,0.043300,0.0180332733,0.0069057771,-0.096749665,0.00370
199905,-0.024600,0.0605366181,0.0245449312,0.0070992187,0.00340
199906,0.047700,0.0113358218,-0.005442724,0.0375648484,0.00400
199907,-0.034700,0.0259659717,0.0461921363,-0.004015846,0.00380
199908,-0.013800,-0.012865788,0.0330283703,0.0322710561,0.00390
199909,-0.028100,0.0066002786,0.0011775265,0.0635946298,0.00390
199910,0.061300,-0.064486118,-0.017775378,-0.007499201,0.00390
199911,0.033700,0.0522800577,-0.043749552,0.0660772557,0.00360
199912,0.077200,0.0368637222,-0.03228556,0.1054244217,0.00440
200001,-0.047400,0.0374914893,0.0120187773,-0.025193896,0.00410
200002,0.024500,0.1603643193,-0.078095031,0.0784819981,0.00430
200003,0.052000,-0.089147454,0.0021887682,-0.005140119,0.00470
200004,-0.064000,-0.038701568,0.0448778595,0.0269237088,0.00460
200005,-0.044200,-0.043940182,0.0772724976,-0.036916119,0.00500
200006,0.046400,0.0928592396,-0.078659486,0.0253210973,0.00400
200007,-0.025100,-0.008489919,0.0602138968,0.0111237446,0.00480
200008,0.070300,0.0246163514,-0.007291048,-0.004012472,0.00500
200009,-0.054500,-0.019415356,0.0546433888,-0.008309891,0.00510
200010,-0.027600,-0.025091956,0.075404764,0.0923490089,0.00560
200011,-0.107200,0.0029841605,0.1244131343,0.1485357514,0.00510
200012,0.011900,0.034428019,0.0596384435,0.007329443,0.00500
200101,0.031300,0.0365824007,-0.073960202,-0.158411517,0.00540
200102,-0.100500,0.0371983101,0.1458304217,0.1852235042,0.00380
200103,-0.072600,0.0335973006,0.076805088,0.1187296576,0.00420
200104,0.079400,0.0100340493,-0.089322567,-0.063087101,0.00390
200105,0.007200,0.0396652748,0.0359148188,0.0041383822,0.00320
200106,-0.019400,0.0608006259,0.0236575147,0.0000879241,0.00280
200107,-0.021300,-0.005239289,0.0685895354,0.0843647128,0.00300
200108,-0.064600,0.0559027032,0.0727975903,0.0701247112,0.00310
200109,-0.092500,-0.051235538,0.0732797304,0.1181183218,0.00280
200110,0.024600,0.0316498382,-0.072361958,-0.044823247,0.00220
200111,0.075400,-0.012185823,-0.03111605,-0.052835307,0.00170
200112,0.016100,0.0466544592,-0.007364704,0.0027188121,0.00150
200201,-0.014400,0.0121786909,0.0605431954,0.074430458,0.00140
200202,-0.022900,0.0143493822,0.0559356597,0.0644421776,0.00130
200203,0.042400,0.04042427,-0.031108685,-0.049959269,0.00130
200204,-0.052000,0.0773527313,0.0425481864,0.054168762,0.00150
200205,-0.013800,-0.03527491,0.0280928481,0.030859287,0.00140
200206,-0.072100,0.0345432899,0.0330488689,0.0482587349,0.00130
200207,-0.081800,-0.05944872,0.0467993667,0.0308261285,0.00150
200208,0.005000,0.0230646489,0.0050710162,0.0128535004,0.00140
200209,-0.103500,0.0465036785,-0.005859379,0.0582353045,0.00140
200210,0.078400,-0.030045514,0.0054106247,0.0028116233,0.00140
200211,0.059600,0.0005622364,0.0127443335,-0.0922034,0.00120
200212,-0.057600,0.0228478578,-0.002190628,0.0490805403,0.00110
200301,-0.025700,0.0041037561,0.0198395828,0.0120291971,0.00100
200302,-0.018800,0.0003516968,0.0167526832,0.0123965023,0.00090
200303,0.010900,0.0151859347,-0.011851198,0.0248803927,0.00100
200304,0.082200,0.0008253129,0.0006045163,-0.067367559,0.00100
200305,0.060500,0.0205761774,-0.023816489,-0.052971104,0.00090
200306,0.014200,0.0189584956,-0.019198312,0.0131636207,0.00100
200307,0.023500,0.0448669596,0.0125210656,-0.016009896,0.00070
200308,0.023400,0.0192728817,-0.021367494,0.0186343769,0.00070
200309,-0.012400,-0.001304697,0.0250606722,-0.022197677,0.00080
200310,0.060800,0.0265321835,0.0000564452,0.0112462125,0.00070
200311,0.013500,0.0183152678,0.0074149672,0.0022785219,0.00070
200312,0.042900,-0.01822537,-0.006095739,-0.051237096,0.00080
200401,0.021500,0.0254207511,0.0140500135,-0.014992531,0.00070
200402,0.014000,-0.008870475,-0.011842429,-0.015520007,0.00060
200403,-0.013200,0.0169890949,-0.015236307,0.007093203,0.00090
200404,-0.018300,-0.027976848,-0.023659239,-0.004240986,0.00080
200405,0.011700,0.011373791,0.0030304364,0.0098592972,0.00060
200406,0.018600,0.0272027752,0.0089528218,0.0169500208,0.00080
200407,-0.040600,-0.03296997,0.0227342197,-0.012302229,0.00100
200408,0.000800,-0.016504403,0.0064875809,-0.046368288,0.00110
200409,0.016000,0.0361756087,-0.026785935,0.0333301812,0.00110
200410,0.014300,0.0052061522,0.0130173556,-0.008756816,0.00110
200411,0.045400,0.0366536737,-0.012661103,0.0000136552,0.00150
200412,0.034300,-0.010167712,-0.007979013,-0.017346167,0.00160
200501,-0.027600,-0.008402652,0.0088457941,0.0202265691,0.00160
200502,0.018900,0.0070096414,-0.016318126,0.0375771629,0.00160
200503,-0.019700,-0.012645999,0.010870094,0.0336362082,0.00210
200504,-0.026100,-0.04108252,-0.007066906,-0.003488775,0.00210
200505,0.036500,0.0264942526,0.0038068501,0.0161187404,0.00240
200506,0.005700,0.0299612157,-0.000590392,-0.018016732,0.00230
200507,0.039200,0.025721108,-0.011802175,-0.00112746,0.00240
200508,-0.012200,-0.005393565,-0.000057521,0.0082657621,0.00300
200509,0.004900,-0.01356536,-0.005591619,0.017733369,0.00290
200510,-0.020200,-0.017169294,0.0135339502,-0.018283769,0.00270
200511,0.036100,0.0059014036,-0.00869905,0.0153992023,0.00310
200512,-0.002500,-0.011124147,-0.013217635,-0.009359613,0.00320
200601,0.030400,0.0657498957,-0.039937464,0.0113580822,0.00350
200602,-0.003000,-0.011630181,0.0271107608,-0.015108193,0.00340
200603,0.014600,0.0216926484,-0.02040857,0.0278106105,0.00370
200604,0.007300,-0.020454184,-0.006377756,0.0056871707,0.00360
200605,-0.035700,-0.026358959,0.0244827942,-0.035627218,0.00430
200606,-0.003500,-0.019539716,-0.006860615,0.0093874193,0.00400
200607,-0.007800,-0.020257171,0.0317146006,-0.012601456,0.00400
200608,0.020300,0.0097433062,0.0133003156,-0.020607577,0.00420
200609,0.018400,-0.009272488,0.0121710197,0.0015288091,0.00410
200610,0.032300,0.0190954983,-0.011926778,-0.002587309,0.00410
200611,0.017100,0.0036616888,-0.013287407,-0.010828516,0.00420
200612,0.008700,-0.002477763,0.0185519198,-0.007877374,0.00400
200701,0.014000,-0.002971536,-0.008505698,0.0008658196,0.00440
200702,-0.019600,0.0067944676,-0.011571507,0.0015326036,0.00380
200703,0.006800,0.006293618,-0.01531652,0.0455119788,0.00430
200704,0.034900,-0.014020707,-0.004013446,0.0097373069,0.00440
200705,0.032400,0.0056974588,-0.000670298,0.0126998113,0.00410
200706,-0.019600,0.0078694299,-0.015679396,0.0211235079,0.00400
200707,-0.037300,-0.024984601,-0.023332276,0.0669002999,0.00400
200708,0.009200,0.0026891172,-0.012126681,-0.005248513,0.00420
200709,0.032200,-0.026164551,-0.038511332,0.0352125078,0.00320
200710,0.018000,0.0067600271,-0.004639503,0.080784263,0.00320
200711,-0.048300,-0.031540051,0.0134296701,0.0655013981,0.00340
200712,-0.008700,0.0096564395,-0.016383066,0.0687117337,0.00270
200801,-0.063600,-0.015625485,0.0452722525,-0.091241273,0.00210
200802,-0.030900,0.0054552761,-0.016993982,0.1026234643,0.00130
200803,-0.009300,0.0095402772,0.0006200739,0.0498737044,0.00170
200804,0.046000,0.0004592372,-0.017222807,0.0191222309,0.00180
200805,0.018600,0.0285483099,-0.052229417,0.0877023993,0.00180
200806,-0.084400,-0.011965484,-0.057946917,0.1543530599,0.00170
200807,-0.007700,0.0298636915,0.0679425851,-0.07244668,0.00150
200808,0.015300,0.029965192,0.0264885181,-0.00812077,0.00130
200809,-0.092400,0.0019474707,0.0579251371,-0.004028502,0.00150
200810,-0.172300,-0.03265002,0.0446490598,0.1003464428,0.00080
200811,-0.078600,-0.021409345,0.0170413613,0.1171162485,0.00030
200812,0.017400,0.0338252829,0.0064590592,-0.020510333,0.00000
200901,-0.081200,-0.009215459,-0.068253034,0.101565773,0.00000
200902,-0.101000,-0.004356365,-0.016991424,0.1112504797,0.00010
200903,0.089500,0.0166033588,0.0175539755,-0.059077928,0.00020
200904,0.101900,0.0635888953,-0.013631719,-0.214543975,0.00010
200905,0.052100,-0.014107209,-0.048459825,-0.075219713,0.00000
200906,0.004300,0.0247161021,0.0130538802,0.0473786015,0.00010
200907,0.077200,0.0127660201,0.0184072799,-0.08417254,0.00010
200908,0.033300,-0.005316569,0.0016310617,-0.097095586,0.00010
200909,0.040800,0.0116548096,-0.014151563,-0.027339017,0.00010
200910,-0.025900,-0.034369125,0.0169275511,0.0633464857,0.00000
200911,0.055600,-0.038602294,0.0003632629,0.0002991807,0.00000
200912,0.027500,0.0590656366,-0.007740542,0.0242536214,0.00010
201001,-0.033600,-0.004492266,0.0056707895,-0.076663948,0.00000
201002,0.034000,0.0124779889,0.0109609177,0.0101131923,0.00000
201003,0.063100,0.0181031683,-0.009944807,-0.007991924,0.00010
201004,0.020000,0.0397754234,0.0091441154,-0.036411668,0.00010
201005,-0.078900,0.0094505434,0.0075208623,0.0318566985,0.00010
201006,-0.055600,-0.023583855,-0.010836559,0.0319243424,0.00010
201007,0.069300,-0.005626887,0.0169588588,-0.00639466,0.00010
201008,-0.047700,-0.032385384,-0.020008919,0.0384791681,0.00010
201009,0.095400,0.0440455752,-0.006255426,0.0267435198,0.00010
201010,0.038800,-0.000069569,0.0000610376,0.0309060323,0.00010
201011,0.006000,0.0246813092,0.0079234305,0.0199284036,0.00010
201012,0.068200,0.010461561,-0.005846706,-0.081114329,0.00010
201101,0.019900,-0.016579433,-0.000944539,-0.009755368,0.00010
201102,0.034900,0.0266502149,0.0028523628,0.0130091615,0.00010
201103,0.004500,0.0149920908,-0.005904374,0.0302001555,0.00010
201104,0.029000,-0.008099881,0.0225953518,0.0388108286,0.00000
201105,-0.012700,-0.009513398,0.0078382285,0.012946321,0.00000
201106,-0.017500,0.001482928,0.0038782242,0.0210890579,0.00000
201107,-0.023600,-0.006865029,-0.007614022,0.0258980129,0.00000
201108,-0.059900,-0.030899782,0.0146357552,0.0595885942,0.00010
201109,-0.075900,-0.037540558,0.0368902921,0.0485748375,0.00000
201110,0.113500,0.0445395679,-0.011007334,-0.038147269,0.00000
201111,-0.002800,-0.00301764,0.0186962527,0.035845647,0.00000
201112,0.007400,0.0068122615,0.0200850248,-0.011518511,0.00000
201201,0.050500,0.0163211925,-0.040850458,-0.0641423,0.00000
201202,0.044200,-0.003907284,-0.020453145,-0.019826725,0.00000
201203,0.031100,0.0017519254,0.0167508062,-0.020597464,0.00000
201204,-0.008500,-0.014267255,0.011369702,0.0291774217,0.00000
201205,-0.061900,-0.006438245,0.0165092943,0.0492785549,0.00010
201206,0.038900,0.0158377001,0.021698565,-0.023585578,0.00000
201207,0.007900,-0.024844395,-0.015704907,0.0234525304,0.00000
201208,0.025500,0.0165922723,-0.019874322,-0.02509883,0.00010
201209,0.027300,0.0101634858,0.0116295703,-0.022208088,0.00010
201210,-0.017600,-0.002163566,0.0226402052,-0.030765386,0.00010
201211,0.007800,0.0174961139,0.0020601043,0.0350031684,0.00010
201212,0.011800,0.0132085182,0.0039338125,-0.035002374,0.00010
201301,0.055700,0.0056373723,0.0344280659,-0.031431865,0.00000
201302,0.012900,0.0001821766,0.0168739069,-0.003627658,0.00000
201303,0.040300,0.0048376875,0.0119224263,-0.021108394,0.00000
201304,0.015500,-0.01640406,0.0082473481,-0.002793097,0.00000
201305,0.028000,0.0139620915,0.005525752,-0.025927051,0.00000
201306,-0.012000,0.0077532592,0.0171966441,-0.015936961,0.00000
201307,0.056500,0.0255279448,0.0036570248,-0.018764054,0.00000
201308,-0.027100,-0.001581515,-0.031220064,0.010243683,0.00000
201309,0.037700,0.0274689189,-0.013322198,0.0138915003,0.00000
201310,0.041800,-0.018557335,0.0064423169,0.0346578685,0.00000
201311,0.031200,0.0174884333,0.0099571614,-0.01314879,0.00000
201312,0.028100,0.0057397244,-0.003993397,-0.007755482,0.00000
201401,-0.033200,-0.00056259,-0.028505979,-0.015802679,0.00000
201402,0.046500,0.0041131137,-0.002438791,0.006478154,0.00000
201403,0.004300,-0.004958916,0.0322468957,-0.001080618,0.00000
201404,-0.001900,-0.037372224,0.0042522229,-0.00038278,0.00000
201405,0.020600,-0.014065286,-0.018046375,0.0016251686,0.00000
201406,0.026100,0.0180375514,-0.023029315,-0.02233551,0.00000
201407,-0.020400,-0.033938857,0.0126381417,0.0058641246,0.00000
201408,0.042400,0.0156140874,-0.009449883,-0.006436812,0.00000
201409,-0.019700,-0.023342385,0.0173989636,0.0127120925,0.00000
201410,0.025200,0.0546446446,0.0100098097,0.0013880384,0.00000
201411,0.025500,-0.014832506,0.0229381099,0.0552872537,0.00000
201412,-0.000600,0.0199559489,0.0114374263,-0.000035138,0.00000
201501,-0.031100,-0.027071346,-0.02267783,0.0506156168,0.00000
201502,0.061300,0.0244545355,-0.01238747,-0.030025672,0.00000
201503,-0.011200,0.0214472111,-0.019165685,0.0059636589,0.00000
201504,0.005900,-0.025993228,0.0081779188,-0.041800189,0.00000
201505,0.013600,0.0141289758,-0.004976481,0.0107703476,0.00000
201506,-0.015300,0.0301468633,-0.007182971,0.0038740227,0.00000
201507,0.015400,-0.033970086,0.0041917215,0.0705822564,0.00000
201508,-0.060400,-0.006840288,0.0072534473,0.01326857,0.00000
201509,-0.030800,-0.02284609,0.0372837704,0.0790260078,0.00000
201510,0.077500,-0.022708242,0.02401984,-0.006116477,0.00000
201511,0.005600,0.0288509945,-0.002080294,-0.009790558,0.00000
201512,-0.021700,-0.031398387,0.0174583477,0.0470685971,0.00010
201601,-0.057700,-0.031991936,0.0315136921,0.1102032362,0.00010
201602,-0.000700,-0.000619121,0.0145889517,0.0236680175,0.00020
201603,0.069600,0.0002614457,-0.009720493,-0.049963854,0.00020
201604,0.009200,0.0009707995,-0.004983625,-0.108024702,0.00010
201605,0.017800,-0.003705109,-0.014277605,0.0021080378,0.00010
201606,-0.000500,-0.013743256,-0.005873802,0.0456037756,0.00020
201607,0.039500,0.0393885794,-0.002730178,-0.018868393,0.00020
201608,0.005000,0.0254441259,0.0185473851,-0.049411208,0.00020
201609,0.002500,0.0131343629,-0.009429824,-0.021727865,0.00020
201610,-0.020200,-0.018152942,0.0324433534,0.0200088411,0.00020
201611,0.048600,0.0604554117,0.0489806227,-0.076984654,0.00010
201612,0.018200,0.0169272098,0.0045338273,0.0048585982,0.00030
